time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,qualification_level,country_of_domicile_grouped,subject_name,grads,grads_uk,earnings_include,earnings_LQ,earnings_median,earnings_UQ,earnings_LQ_RTE,earnings_median_RTE,earnings_UQ_RTE
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Biosciences,1475,1415,735,21500,28100,35400,20200,26400,33200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Business and management,11495,11150,7945,28100,40200,54800,26400,37700,51400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Celtic studies,10,10,5,1100,12800,20100,1000,12000,18800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Chemistry,215,205,100,23400,30300,37600,21900,28400,35300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Combined and general studies,530,515,315,20400,31400,39400,19200,29500,37000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Computing,1755,1695,1130,25800,38300,54400,24200,36000,51000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Creative arts and design,2065,2005,1250,12000,21500,28800,11300,20200,27100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Economics,775,735,470,30700,42700,59900,28800,40100,56200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Education and teaching,12665,12305,9140,26300,36500,44200,24700,34300,41500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Engineering,2595,2515,1705,28800,40500,54200,27100,38000,50800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,English studies,2265,2195,1285,14600,23400,30300,13700,21900,28400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"General, applied and forensic sciences",310,305,195,21200,27000,32800,19900,25400,30800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"Geography, earth and environmental studies",1635,1555,1050,24100,30300,39400,22600,28400,37000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Health and social care,3545,3510,2470,22600,30700,37200,21200,28800,34900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,History and archaeology,2345,2275,1240,19300,25200,33600,18200,23600,31500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Languages and area studies,920,840,440,18200,26300,33600,17100,24700,31500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Law,3955,3875,2725,21900,33200,51100,20600,31200,48000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,MBA,2530,2395,1735,39800,63900,95700,37300,60000,89900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Materials and technology,525,500,320,25900,36100,50400,24300,33900,47300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Mathematical sciences,645,620,335,29600,38700,51800,27800,36300,48600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"Media, journalism and communications",1890,1830,1315,20400,27000,33900,19200,25400,31900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Medical sciences,1190,1160,770,25800,33600,42300,24200,31500,39700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Medicine and dentistry,3305,3200,1960,30300,43400,64500,28400,40800,60500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Nursing and midwifery,4910,4850,3375,23400,31400,40500,21900,29500,38000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,PGCE,18390,17735,14710,23000,25900,29600,21600,24300,27800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Performing arts,1525,1475,970,13100,20900,28800,12300,19600,27100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"Pharmacology, toxicology and pharmacy",1070,1055,645,28500,39800,46400,26700,37300,43500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Philosophy and religious studies,965,940,430,16100,26000,36100,15100,24400,33900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Physics and astronomy,320,305,160,29600,36500,46000,27800,34300,43200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Politics,1780,1700,1060,25600,33900,50000,24000,31900,46900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Psychology,4190,4100,2310,18600,25900,35000,17500,24300,32900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"Sociology, social policy and anthropology",2560,2455,1515,22600,31400,42300,21200,29500,39700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Sport and exercise sciences,840,810,520,18600,25600,32800,17500,24000,30800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Veterinary sciences,175,170,105,15300,30700,44500,14400,28800,41800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"Agriculture, food and related studies",40,40,20,25900,30300,39800,24300,28400,37300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Allied health,305,295,215,28800,37200,48200,27100,35000,45200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"Architecture, building and planning",110,110,70,19300,34700,49300,18200,32500,46300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Biosciences,730,680,500,28800,33600,40900,27100,31500,38400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Business and management,350,345,225,29900,40200,49600,28100,37700,46600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Celtic studies,5,5,5,13900,14200,29200,13000,13400,27400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Chemistry,525,480,385,30300,35400,40500,28400,33200,38000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Combined and general studies,15,15,5,13700,22800,29700,12900,21400,27900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Computing,300,285,200,32500,42700,60200,30500,40100,56500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Creative arts and design,145,135,90,15700,29200,40200,14700,27400,37700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Economics,65,60,40,36500,40200,63700,34300,37700,59800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Education and teaching,465,450,335,26100,41600,49600,24500,39100,46600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Engineering,810,765,565,32500,39400,48500,30500,37000,45600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,English studies,345,330,235,16400,28800,36400,15400,27100,34200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"General, applied and forensic sciences",40,35,25,21500,35000,39100,20200,32900,36700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"Geography, earth and environmental studies",450,415,305,26300,32500,39800,24700,30500,37300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Health and social care,40,40,30,35400,43800,50400,33200,41100,47300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,History and archaeology,475,455,315,17900,25900,34300,16800,24300,32200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Languages and area studies,195,175,110,15300,29200,38300,14400,27400,36000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Law,130,125,85,32800,39400,47800,30800,37000,44900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Materials and technology,170,160,125,30700,37600,46700,28800,35300,43900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Mathematical sciences,280,255,190,32500,36900,51500,30500,34600,48300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"Media, journalism and communications",110,110,80,24500,33600,41200,23000,31500,38700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Medical sciences,205,195,150,30700,35400,56200,28800,33200,52800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Medicine and dentistry,1275,1215,935,33900,44500,75600,31900,41800,70900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Nursing and midwifery,100,100,75,27400,42700,52200,25700,40100,49000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Performing arts,170,165,125,16000,25600,36300,15000,24000,34100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",150,145,100,28800,35400,47400,27100,33200,44500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Philosophy and religious studies,180,170,105,17200,28100,36500,16100,26400,34300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Physics and astronomy,510,445,340,32500,39400,49600,30500,37000,46600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Politics,150,140,85,25200,33600,41200,23600,31500,38700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Psychology,1060,1030,805,26300,36500,43100,24700,34300,40400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,"Sociology, social policy and anthropology",345,335,240,23100,34300,42300,21700,32200,39700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Sport and exercise sciences,125,120,95,35000,39100,43800,32900,36700,41100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 8,UK,Veterinary sciences,45,40,30,29600,33600,42000,27800,31500,39400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"Agriculture, food and related studies",2395,2350,1535,14200,18200,23000,13400,17100,21600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Allied health,10025,9920,6335,16800,21900,25200,15800,20600,23600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"Architecture, building and planning",4605,4525,3090,19300,24500,31400,18200,23000,29500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Biosciences,10445,10145,4610,14600,19000,23700,13700,17800,22300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Business and management,35300,34445,24345,16800,21200,26600,15800,19900,25000
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Celtic studies,10,10,5,15300,16800,23700,14400,15800,22300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Chemistry,3365,3275,1710,18200,22300,27000,17100,20900,25400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Combined and general studies,4525,4430,2325,12000,20800,31000,11300,19500,29100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Computing,11560,11400,8125,17900,23700,29900,16800,22300,28100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Creative arts and design,21095,20670,14585,11300,16400,20400,10600,15400,19200
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Economics,5475,5360,3450,20800,26600,32500,19500,25000,30500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Education and teaching,15490,15310,10810,13500,19000,22600,12700,17800,21200
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Engineering,13020,12780,8855,21900,27400,32100,20600,25700,30100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,English studies,11575,11230,6110,12800,17900,22300,12000,16800,20900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"General, applied and forensic sciences",1560,1540,890,15700,19300,23400,14700,18200,21900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"Geography, earth and environmental studies",7465,7185,3880,16100,20800,25200,15100,19500,23600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Health and social care,6150,6115,4135,15000,21500,27000,14000,20200,25400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,History and archaeology,11220,10860,5515,13900,19000,23700,13000,17800,22300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Languages and area studies,5300,4855,2700,16400,21500,26300,15400,20200,24700
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Law,11340,11125,4580,15700,19300,24500,14700,18200,23000
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Materials and technology,1540,1510,1010,14600,19900,26300,13700,18700,24700
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Mathematical sciences,6240,6120,3560,19000,24800,31000,17800,23300,29100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"Media, journalism and communications",7975,7825,5470,12800,17500,21200,12000,16400,19900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Medical sciences,3115,3065,1610,21200,24500,28800,19900,23000,27100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Medicine and dentistry,6955,6930,4770,33900,36500,38700,31900,34300,36300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Nursing and midwifery,20360,20265,15380,23400,26600,31400,21900,25000,29500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Performing arts,12495,12270,8065,9900,14200,18600,9300,13400,17500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2870,2840,1270,16100,23400,28100,15100,21900,26400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Philosophy and religious studies,3470,3365,1620,13900,19300,24800,13000,18200,23300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Physics and astronomy,3065,2960,1380,19700,25900,31000,18500,24300,29100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Politics,5190,4990,2690,16100,21500,27000,15100,20200,25400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Psychology,13365,13115,6850,13100,17900,21900,12300,16800,20600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,"Sociology, social policy and anthropology",11020,10815,6535,13900,18200,22300,13000,17100,20900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Sport and exercise sciences,9310,9085,5385,12400,17200,21200,11600,16100,19900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,First-degree,UK,Veterinary sciences,920,905,685,23700,29900,33200,22300,28100,31200
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,"Agriculture, food and related studies",495,485,360,18200,23700,29200,17100,22300,27400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Allied health,6585,6505,4495,21900,29200,40200,20600,27400,37700
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,"Architecture, building and planning",3620,3525,2660,26300,32600,39400,24700,30600,37000
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Biosciences,1650,1590,885,18200,23400,30300,17100,21900,28500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Business and management,10660,10465,7440,24800,35000,50700,23300,32900,47600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Celtic studies,10,10,5,12400,14200,24800,11600,13400,23300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Chemistry,275,270,130,20800,24800,30700,19500,23300,28800
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Combined and general studies,475,470,210,17500,25200,36700,16400,23600,34400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Computing,2025,1985,1370,23700,32500,48200,22300,30500,45200
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Creative arts and design,2240,2195,1430,11700,19300,25900,11000,18200,24300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Level 7,UK,Economics,800,780,520,26300,32800,44500,24700,30800,41800
